"","ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","uncleartype","notes","Year","lastmodified","full.address","lon","lat","geoAddress"
"13",4909,"Raffles","(Disco)","3 Farewell St.","Newport","RI","(D),(*)","Bars/Clubs",NA,"","",1986,"4/12/2022 6:19pm","3 Farewell St., Newport, RI",-71.3132894,41.490839,"3 farewell st, newport, ri 02840, usa"
"14",3907,"Mud Puddles","(Disco)","3 School St.","Lake Placid","NY","(M),(YC),(D),(*)","Bars/Clubs",NA,"","",1986,"3/24/2022 7:35pm","3 School St., Lake Placid, NY",-73.982607,44.2816621,"3 school st, lake placid, ny 12946, usa"
"15",2845,"Underground","(Disco) (Some L)","3 Spring St.","Portland","ME","(*),(YC),(D),(L)","Bars/Clubs",NA,"","",1986,"3/6/2022 10:21pm","3 Spring St., Portland, ME",-70.2574098,43.6562263,"3 spring st, portland, me 04101, usa"
"16",2842,"Backstreet","(Some L, M, YC) (Disco) (Above The Underground)","3 Spring St.","Portland","ME","(AH),(BYOB),(L),(M),(YC),(D)","Bars/Clubs",NA,"","",1986,"3/6/2022 10:21pm","3 Spring St., Portland, ME",-70.2574098,43.6562263,"3 spring st, portland, me 04101, usa"
"17",3935,"Daddy's","(Sun. brunch)","3rd Ave.","New York","NY","","Bars/Clubs",NA,"","at 20th St.",1986,"3/24/2022 7:35pm","3rd Ave., New York, NY",-73.9668228,40.7612586,"3rd ave, new york, ny, usa"
"18",2651,"Main Entrance","(Books)","3rd St.","Louisville","KY","","Book Store",NA,"","",1986,"3/4/2022 2:19pm","3rd St., Louisville, KY",-85.7632466,38.2088476,"s 3rd st, louisville, ky, usa"
"19",3102,"Richmond Inn","","4 Conant St.","Provincetown","MA","(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","4 Conant St., Provincetown, MA",-70.1916503,42.0464954,"historic district, 4 conant st, provincetown, ma 02657, usa"
"20",3051,"Ciro & Sal's","(Italian R)","4 Kiley Court","Provincetown","MA","(M),(R)","Restaurant",NA,"","",1986,"3/11/2022 12:00pm","4 Kiley Court, Provincetown, MA",-70.1808599,42.0557602,"4 kiley ct, provincetown, ma 02657, usa"
"21",2928,"Club Boston Baths & Health Club","","4 La Grange","Boston","MA","(CBC),(*),(W)","Bathhouses",NA,"","",1986,"3/11/2022 12:00pm","4 La Grange, Boston, MA",-71.0761545,42.324443,"4 la grange pl, boston, ma 02119, usa"
"22",200,"Owl Bookstore","","4th Ave. at 24th St.","Yuma","AZ","(M)","Book Store",NA,"","",1986,"1/27/2022 12:35pm","4th Ave. at 24th St., Yuma, AZ",-114.6484817,32.7199526,"w 4th st & s 24th ave, yuma, az 85364, usa"
"23",2038,"Las Flores","(Disco)","5 13th St.","Columbus","GA","(YC),(D),(S)","Bars/Clubs",NA,"","",1986,"2/23/2022 2:27pm","5 13th St., Columbus, GA",-84.9918335,32.4705917,"5 13th st, columbus, ga 31901, usa"
"24",4919,"M.C.C.","","5 Junction St.","Providence","RI","(MCC)","Religious Institution",NA,"","",1986,"6/7/2022 12:44pm","5 Junction St., Providence, RI",-71.4240241,41.8124824,"5 junction st, providence, ri 02907, usa"
"25",3070,"Grand Central Cafe","","5 Masonic Pl.","Provincetown","MA","(M),(R)","Restaurant",NA,"","",1986,"3/11/2022 12:00pm","5 Masonic Pl., Provincetown, MA",-70.1886271,42.0501209,"historic district, 5 masonic pl, provincetown, ma 02657, usa"
"26",1520,"Shooters","(Hot male dancers) (Rear of Rascals)","5 Riggs C t.","Washington","D.C.","(*)","Bars/Clubs",NA,"","",1986,"2/15/2022 6:29pm","5 Riggs C t., Washington, D.C.",-77.0090327,38.9548057,"5 riggs rd ne, washington, dc 20011, usa"
"27",3122,"Victoria House","","5 Standish St.","Provincetown","MA","(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","5 Standish St., Provincetown, MA",-70.1859761,42.0525478,"historic district, 5 standish st, provincetown, ma 02657, usa"
"28",3108,"Shady Oaks","","5 Tremont","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","5 Tremont, Provincetown, MA",-70.1929061,42.0449344,"historic district, 5 tremont st, provincetown, ma 02657, usa"
"29",4749,"Karla's","","5 W. Mechanic St.","New Hope","PA","(R),(M)","Restaurant",NA,"","",1986,"4/12/2022 6:00pm","5 W. Mechanic St., New Hope, PA",-74.9507655,40.3618176,"5 w mechanic st, new hope, pa 18938, usa"
"30",3067,"Fiver Winslow Guest House","","5 Winslow St.","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","5 Winslow St., Provincetown, MA",-70.1886058,42.0513789,"historic district, 5 winslow st, provincetown, ma 02657, usa"
"31",3129,"Winthrop House","","5 Winthrop St.","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","5 Winthrop St., Provincetown, MA",-70.1905059,42.0482935,"historic district, 5 winthrop st, provincetown, ma 02657, usa"
"32",3060,"Dexter's Inn","","6 Conwell St.","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","6 Conwell St., Provincetown, MA",-70.1852319,42.0551674,"6 conwell st, provincetown, ma 02657, usa"
"33",3042,"Capricorn Guest House","","6 Cottage St.","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","6 Cottage St., Provincetown, MA",-70.1929991,42.044058,"historic district, 6 cottage st, provincetown, ma 02657, usa"
"34",3111,"Six Dyer Street Guest House","","6 Dyer St.","Provincetown","MA","(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","6 Dyer St., Provincetown, MA",-70.1826273,42.055147,"historic district, 6 dyer st, provincetown, ma 02657, usa"
"35",1460,"Hen's Teeth","(Cards & gifts)","6 E. 7th St.","Wilmington","DE","","Business",NA,"","",1986,"2/15/2022 1:02am","6 E. 7th St., Wilmington, DE",-75.5494023,39.7423614,"6 e 7th st, wilmington, de 19801, usa"
"36",3255,"Apartment","(Some W, OC)","6 Monroe","Grand Rapids","MI","(W),(OC),(*)","Bars/Clubs",NA,"","at Fulton",1986,"3/12/2022 3:19pm","6 Monroe, Grand Rapids, MI",-85.6730521,42.9632272,"6 monroe ave nw, grand rapids, mi 49503, usa"
"37",2482,"Wolf's Den","(Novelties)","6 S. 11th St.","Richmond","IN","","Business",NA,"","",1986,"3/2/2022 5:56pm","6 S. 11th St., Richmond, IN",-84.8878885,39.8289609,"6 s 11th st, richmond, in 47374, usa"
"38",3963,"New St. Mark's Baths","","6 St. Mark's Place","New York","NY","(*),(YC)","Bathhouses",NA,"","8th St. at 3rd Ave.",1986,"3/24/2022 7:35pm","6 St. Mark's Place, New York, NY",-73.989568,40.72909,"6 st marks pl, new york, ny 10003, usa"
"39",3049,"Chicago House","","6 Winslow St.","Provincetown","MA","(H),(*)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","6 Winslow St., Provincetown, MA",-70.1887667,42.0512993,"historic district, 6 winslow st, provincetown, ma 02657, usa"
"40",3073,"Heritage House","","7 Center St.","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","7 Center St., Provincetown, MA",-70.1847668,42.0537076,"historic district, 7 center st, provincetown, ma 02657, usa"
"41",3086,"Napi's","(All year)","7 French St.","Provincetown","MA","(M),(R)","Restaurant",NA,"","",1986,"3/11/2022 12:00pm","7 French St., Provincetown, MA",-70.1846012,42.0547136,"provincetown, ma, usa"
"42",3052,"Coat of Arms","","7 Johnson St.","Provincetown","MA","(*),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","7 Johnson St., Provincetown, MA",-70.1842552,42.0542111,"historic district, 7 johnson st, provincetown, ma 02657, usa"
"43",4804,"Sneakers","","7 N. 3rd St.","Philadelphia","PA","(*),(L),(D)","Bars/Clubs",NA,"","",1986,"4/12/2022 6:00pm","7 N. 3rd St., Philadelphia, PA",-75.1454399,39.9505721,"7 n 3rd st, philadelphia, pa 19106, usa"
"44",5796,"Plain Brown Wrapper","(Books & cruisy movies)","7 N. Jackson","Janesville","WI","","Book Store,Cruising Areas",NA,"","",1986,"6/7/2022 1:32pm","7 N. Jackson, Janesville, WI",-89.0273189,42.6814402,"7 n jackson st, janesville, wi 53548, usa"
"45",44,"Club Park Avenue","(Video downstaris, Disco-D-upstairs) (Patio) (Looks hot)","7 S. Joachim","Mobile","AL","(*),(YC),(P),(D)","Bars/Clubs",NA,"","",1986,"1/25/2022 1:30pm","7 S. Joachim, Mobile, AL",-88.042733,30.6882644,"7 s joachim st, mobile, al 36602, usa"
"46",3481,"Time to Read Bookstore","","7 W. 12th St.","Kansas City","MO","(*)","Book Store",NA,"","",1986,"3/16/2022 1:00am","7 W. 12th St., Kansas City, MO",-94.5832833,39.0999414,"7 w 12th st, kansas city, mo 64105, usa"
"47",3124,"Watership Inn","","7 Winthrop St.","Provincetown","MA","(H),(*)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","7 Winthrop St., Provincetown, MA",-70.1908131,42.0484291,"historic district, 7 winthrop st, provincetown, ma 02657, usa"
"48",3103,"Roomers","","8 Carver St.","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","8 Carver St., Provincetown, MA",-70.189928,42.049107,"historic district, 8 carver st, provincetown, ma 02657, usa"
"49",3972,"Pharoahs","","8 Christopher St.","New York","NY","(R),(E)","Restaurant",NA,"","",1986,"3/24/2022 7:35pm","8 Christopher St., New York, NY",-74.0001048,40.7338418,"8 christopher st, new york, ny 10014, usa"
"50",3050,"Christopher Inn","","8 Dyer St.","Provincetown","MA","(H),(YC)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","8 Dyer St., Provincetown, MA",-70.1828599,42.0553003,"8 dyer st, provincetown, ma 02657, usa"
"51",3835,"Le Bar","Holiday Inn","8 Hawley St.","Binghamton","NY","(M),(WE)","Bars/Clubs",NA,"","",1986,"3/24/2022 7:35pm","8 Hawley St., Binghamton, NY",-75.9146247,42.0981865,"8 hawley st, binghamton, ny 13901, usa"
"52",3256,"Carousel","(Disco) (Game room- PT) (Occ. S)","8 Ionia","Grand Rapids","MI","(D),(R),(PT),(*)","Bars/Clubs,Restaurant",NA,"","",1986,"3/12/2022 3:19pm","8 Ionia, Grand Rapids, MI",-85.6700541,42.9629985,"8 ionia ave sw, grand rapids, mi 49503, usa"
"53",2937,"Greystones","","8 Kingston","Boston","MA","(L),(D),(R),(*)","Restaurant,Bars/Clubs",NA,"","",1986,"3/11/2022 12:00pm","8 Kingston, Boston, MA",-71.0585981,42.353794,"8 kingston st, boston, ma 02110, usa"
"54",4973,"Stone Castle","(Disco)","8 Le Grand","Greenville","SC","(P),(YC),(D),(*)","Bars/Clubs",NA,"","",1986,"4/12/2022 7:02pm","8 Le Grand, Greenville, SC",-82.3681104,34.8361438,"8 legrand blvd, greenville, sc 29607, usa"
"55",3109,"Shipwreck Inn","(Cont. breakfast) (All Year)","9 Court St.","Provincetown","MA","(H),(*)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","9 Court St., Provincetown, MA",-70.1903015,42.0489699,"9 court st, provincetown, ma 02657, usa"
"56",3357,"Hide House","(Leather) & upstairs at Gay Nineties","9 N. 4th St., Suite 202","Minneapolis","MN","","Business,Erotic Shop",NA,"","",1986,"6/7/2022 12:21pm","9 N. 4th St., Suite 202, Minneapolis, MN",-93.2719155,44.9806349,"9 n 4th st #202, minneapolis, mn 55401, usa"
"57",3059,"Cutty Sark Guest House","","9 Soper St.","Provincetown","MA","(L)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","9 Soper St., Provincetown, MA",-70.1936502,42.0436909,"historic district, 9 soper st, provincetown, ma 02657, usa"
"58",1431,"Frank's Place","","9 Tilley St.","New London","CT","(OC),(E),(WE)","Bars/Clubs",NA,"","at Bank",1986,"2/15/2022 12:40am","9 Tilley St., New London, CT",-72.0972273,41.3517465,"9 tilley st, new london, ct 06320, usa"
"59",5583,"Last Straw","(Cruisy)","9 W. Salem Ave.","Roanoke","VA","(R)","Restaurant,Cruising Areas",NA,"","",1986,"6/7/2022 1:26pm","9 W. Salem Ave., Roanoke, VA",-79.940956,37.272612,"9 salem ave sw, roanoke, va 24011, usa"
"60",3177,"Input. . .1","(Some L)","10 E. State St.","Battle Creek","MI","(R),(L)","Restaurant",NA,"","",1986,"3/12/2022 3:19pm","10 E. State St., Battle Creek, MI",-85.1798261,42.3176692,"e state st, battle creek, mi 49017, usa"
"61",4557,"Circle Theatre","","10 S. Lewis","Tulsa","OK","","Theatre",NA,"","",1986,"4/8/2022 2:14pm","10 S. Lewis, Tulsa, OK",-95.958524,36.1594513,"10 s lewis ave, tulsa, ok 74104, usa"
"62",4732,"Hoar House","","10 S. Prince St.","Lancaster","PA","(M),(R)","Restaurant",NA,"","",1986,"4/12/2022 6:00pm","10 S. Prince St., Lancaster, PA",-76.3078716,40.0373868,"10 s prince st, lancaster, pa 17603, usa"
"63",3892,"Womankind Book, Inc.","","10 W. Carver St.","Huntington","NY","","Book Store",NA,"","",1986,"3/24/2022 7:35pm","10 W. Carver St., Huntington, NY",-73.4266639,40.8690057,"10 w carver st, huntington, ny 11743, usa"
"64",4986,"Front Office","(Disco)","11 E. Railroad Ave.","Aberdeen","SD","(M),(YC),(D)","Bars/Clubs",NA,"","",1986,"4/13/2022 12:58pm","11 E. Railroad Ave., Aberdeen, SD",-98.474643,45.465188,"railroad ave se, aberdeen, sd 57401, usa"
"65",3093,"Plaza Guest House","","11 Pearl St.","Provincetown","MA","(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","11 Pearl St., Provincetown, MA",-70.1836505,42.054698,"historic district, 11 pearl st, provincetown, ma 02657, usa"
"66",4869,"Red Star","(Cruisy) (Some W, SM) (Disco)","11 S. 10th St.","Reading","PA","(W),(SM),(D),(R),(*)","Restaurant,Bars/Clubs,Cruising Areas",NA,"","",1986,"6/7/2022 1:28pm","11 S. 10th St., Reading, PA",-75.9179484,40.3347165,"11 s 10th st, reading, pa 19602, usa"
"67",2057,"Harbor Lite","(Mon. only until about midnight, when cruisy Cruise Ship SS Oceanic Independence is in port*) just off Hwy. 19","11 Silva St.","Hilo","HI","(*)","Bars/Clubs,Cruising Areas",NA,"","",1986,"6/7/2022 1:31pm","11 Silva St., Hilo, HI",-155.0540837,19.7272692,"11 silva st, hilo, hi 96720, usa"
"68",3072,"Haven House","(Pool) (All year)","12 Carver St.","Provincetown","MA","(M),(H),(*)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","12 Carver St., Provincetown, MA",-70.1902973,42.0495474,"12 carver st, provincetown, ma 02657, usa"
"69",3120,"Twelve Center Guest House","","12 Center St.","Provincetown","MA","(*)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","12 Center St., Provincetown, MA",-70.1852319,42.0537166,"historic district, 12 center st, provincetown, ma 02657, usa"
"70",2378,"Rainbow Inn","(Some M, L)","12 E. Ferguson","Wood River","IL","(M),(L),(PT)","Bars/Clubs",NA,"","",1986,"2/27/2022 11:21pm","12 E. Ferguson, Wood River, IL",-90.0977394,38.8607364,"12 e ferguson ave, wood river, il 62095, usa"
"71",1267,"Sausalito Inn","","12 El Portal","Sausalito","CA","(R),(E),(*)","Restaurant",NA,"","",1986,"2/12/2022 1:57am","12 El Portal, Sausalito, CA",-122.4790751,37.8557568,"12 el portal, sausalito, ca 94965, usa"
"72",3119,"Trade Winds","","12 Johnson St.","Provincetown","MA","(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","12 Johnson St., Provincetown, MA",-70.1847203,42.0542201,"historic district, 12 johnson st, provincetown, ma 02657, usa"
"73",5060,"Other Side","(Some YC) (Disco) (May be closed)","12 N. Cleveland","Memphis","TN","(YC),(BYOB),(*),(PT),(D)","Bars/Clubs",NA,"","",1986,"4/13/2022 2:18pm","12 N. Cleveland, Memphis, TN",-90.0160894,35.1391944,"12 n cleveland st, memphis, tn 38104, usa"
"74",3544,"Ms. Kitty's Adult Stores","","12 N. Willson","Bozeman","MT","(M)","Erotic Shop",NA,"","",1986,"3/16/2022 2:29pm","12 N. Willson, Bozeman, MT",-111.0385518,45.6796432,"12 n willson ave, bozeman, mt 59715, usa"
"75",3711,"Studio VI","(Disco) (Some L) (Upstairs from Brass Rail)","12 S. Mt Vernon","Atlantic City","NJ","(D),(L)","Bars/Clubs",NA,"","",1986,"3/17/2022 8:07pm","12 S. Mt Vernon, Atlantic City, NJ",-74.4310387,39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa"
"76",3702,"Brass Rail Bar","(Open all night) (Best late) (Some hustlers)","12 S. Mt. Vernon Ave.","Atlantic City","NJ","(*),(D),(R)","Restaurant,Bars/Clubs",NA,"","",1986,"3/17/2022 8:07pm","12 S. Mt. Vernon Ave., Atlantic City, NJ",-74.4310387,39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa"
"77",3746,"Den","(Some YC, L) (Disco)","12-16 Hiram St.","New Brunswick","NJ","(YC),(L),(*),(D),(OC)","Bars/Clubs",NA,"","",1986,"3/17/2022 8:07pm","12-16 Hiram St., New Brunswick, NJ",-74.4415011,40.4954104,"12 hiram square, new brunswick, nj 08901, usa"
"78",3945,"Inner Circle","(Cabaret)","13 Jane St.","New York","NY","","Bars/Clubs",NA,"","",1986,"3/24/2022 7:35pm","13 Jane St., New York, NY",-74.0030343,40.738265,"13 jane st, new york, ny 10014, usa"
"79",2963,"Spit","(M, Punk) (Disco) (Tues. nite only)","13 Lansdowne","Boston","MA","(M),(D)","Bars/Clubs",NA,"","",1986,"3/11/2022 12:00pm","13 Lansdowne, Boston, MA",-71.0952336,42.3473376,"13 lansdowne st, boston, ma 02215, usa"
"80",3659,"Dover Social Club","","13 Partland St.","Dover","NH","(P),(M),(D)","Bars/Clubs",NA,"","",1986,"3/17/2022 12:09am","13 Partland St., Dover, NH",-70.8711634,43.1963925,"13 portland ave, dover, nh 03820, usa"
"81",3055,"Courtland House","","14 Court St.","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","14 Court St., Provincetown, MA",-70.1905806,42.0488711,"historic district, 14 court st, provincetown, ma 02657, usa"
"82",3105,"Rushes","(Pool) (Remodeled)","14 Mechanic St.","Provincetown","MA","(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","14 Mechanic St., Provincetown, MA",-70.1940502,42.0450091,"14 mechanic st, provincetown, ma 02657, usa"
"83",3925,"Boybar","","15 1/2 St. Marks Pl.","New York","NY","","Bars/Clubs",NA,"","",1986,"3/24/2022 7:35pm","15 1/2 St. Marks Pl., New York, NY",-73.9888568,40.729312,"15 st marks pl, new york, ny 10003, usa"
"84",3667,"Daily Planet","","15 Amherst St.","Manchester","NH","(P),(D),(PT),(*)","Bars/Clubs",NA,"","",1986,"3/17/2022 12:09am","15 Amherst St., Manchester, NH",-71.4628396,42.9917015,"15 amherst st, manchester, nh 03101, usa"
"85",3967,"Oscar Wilde Memorial Book Store","","15 Christopher St.","New York","NY","(*)","Book Store",NA,"","",1986,"3/24/2022 7:35pm","15 Christopher St., New York, NY",-74.0005639,40.7342158,"15 christopher st, new york, ny 10014, usa"
"86",3899,"15 E. 5th","('R&R') (Disco) (Some L)","15 E. 5th","Jamestown","NY","(R),(D),(L)","Restaurant,Bars/Clubs",NA,"","",1986,"3/24/2022 7:35pm","15 E. 5th, Jamestown, NY",-79.24104,42.0984865,"15 e 5th st, jamestown, ny 14701, usa"
"87",4454,"Richard's","(Disco)","15 E. 5th","Mansfield","OH","(D),(PT),(YC),(*)","Bars/Clubs",NA,"","at Main",1986,"4/8/2022 12:53pm","15 E. 5th, Mansfield, OH",-82.5145773,40.7629552,"15 e 5th st, mansfield, oh 44902, usa"
"88",2951,"Metro","(Disco) (Sun. nights only*)","15 Lansdowne","Boston","MA","(YC),(D),(*),(V)","Bars/Clubs",NA,"","",1986,"3/11/2022 12:00pm","15 Lansdowne, Boston, MA",-71.0957386,42.3473623,"15 lansdowne st, boston, ma 02215, usa"
"89",2943,"Integrity","(Church)","15 Newbury St.","Boston","MA","","Religious Institution",NA,"","",1986,"3/11/2022 12:00pm","15 Newbury St., Boston, MA",-71.0723869,42.3526225,"15 newbury st, boston, ma 02116, usa"
"90",4985,"First Heritage Book Store","(Cruisy)","16 1st Ave. S.E.","Aberdeen","SD","","Book Store,Cruising Areas",NA,"","",1986,"6/7/2022 1:26pm","16 1st Ave. S.E., Aberdeen, SD",-98.4872698,45.4641244,"16 1st ave se, aberdeen, sd 57401, usa"
"91",3843,"Allen","","16 Allen","Buffalo","NY","(R),(YC)","Restaurant",NA,"","",1986,"3/24/2022 7:35pm","16 Allen, Buffalo, NY",-78.8707216,42.8991643,"16 allen st, buffalo, ny 14202, usa"
"92",2932,"Fenway Comm. Health Center","","16 Haviland St.","Boston","MA","","Health Clinic",NA,"","",1986,"3/11/2022 12:00pm","16 Haviland St., Boston, MA",-71.0883123,42.346276,"16 haviland st, boston, ma 02115, usa"
"93",2945,"Lambda Bookshop","","16 La Grange","Boston","MA","(F&S)","Book Store",NA,"","",1986,"3/11/2022 12:00pm","16 La Grange, Boston, MA",-71.0761594,42.3244448,"16 la grange pl, boston, ma 02119, usa"
"94",3520,"Silly Goose","","16 S. Euclid","St. Louis","MO","","Bars/Clubs",NA,"","",1986,"3/16/2022 2:11pm","16 S. Euclid, St. Louis, MO",-90.2620226,38.6397264,"16 s euclid ave, st. louis, mo 63108, usa"
"95",3482,"Trax","(Cruisy) (2 bars)","16 W. 43rd St.","Kansas City","MO","(V),(*)","Bars/Clubs,Theatre,Cruising Areas",NA,"","",1986,"6/7/2022 1:28pm","16 W. 43rd St., Kansas City, MO",-94.5871432,39.0495037,"16 w 43rd st, kansas city, mo 64111, usa"
"96",3047,"Chancellor Inn","","17 Center St.","Provincetown","MA","(M),(H)","Hotel",NA,"","",1986,"3/11/2022 12:00pm","17 Center St., Provincetown, MA",-70.1853714,42.0542624,"17 center st, provincetown, ma 02657, usa"
"97",1299,"Colorado Springs Hotel","(BYOSB—Sleeping Bag)","17 N . Farragut Ave.","Colorado Springs","CO","(M),(H)","Hotel",NA,"","",1986,"2/12/2022 12:17pm","17 N . Farragut Ave., Colorado Springs, CO",-104.7983155,38.8514966,"n farragut ave, colorado springs, co, usa"
"98",1599,"Marlin Beach","(Pool & bars) (Liquor) (Disco)","17 S. A tla n tic B lvd.","Ft. Lauderdale","FL","(H),(*),(R)","Restaurant,Bars/Clubs,Hotel",NA,"","",1986,"2/15/2022 9:09pm","17 S. A tla n tic B lvd., Ft. Lauderdale, FL",-80.1038594,26.1315915,"601 n fort lauderdale beach blvd, fort lauderdale, fl 33304, usa"
"99",1604,"Poop Deck","(Lower deck disco) (Afternoon T-D) Marlin Beach Hotel","17 S. A tlantic Blvd.","Ft. Lauderdale","FL","(D),(*)","Bars/Clubs,Hotel",NA,"","",1986,"6/7/2022 1:39pm","17 S. A tlantic Blvd., Ft. Lauderdale, FL",-80.1048419,26.1223583,"17 s atlantic blvd, fort lauderdale, fl 33316, usa"
"100",1605,"Trader Tom's","(Clothes) Marlin Beach Hotel","17 S. A tlantic Blvd.","Ft. Lauderdale","FL","","Business,Hotel",NA,"","",1986,"6/7/2022 1:38pm","17 S. A tlantic Blvd., Ft. Lauderdale, FL",-80.1048419,26.1223583,"17 s atlantic blvd, fort lauderdale, fl 33316, usa"
"101",1498,"La Cage aux Folles","(Disco) (Nude go go boys) (Hustlers)","18 'O' St. S.E.","Washington","D.C.","(YC),(V),(D),(S),(*),(R)","Restaurant,Bars/Clubs",NA,"","",1986,"2/15/2022 6:00pm","18 'O' St. S.E., Washington, D.C.",-76.9689832,38.8729477,"o st se, washington, dc, usa"
"102",1846,"Gold Rush Saloon","(AIA at Granada)","18 Bouvard","Ormond Beach","FL","","Bars/Clubs",NA,"","",1986,"2/18/2022 2:05pm","18 Bouvard, Ormond Beach, FL",-81.0406566,29.291025,"18 bovard ave, ormond beach, fl 32176, usa"
"103",3336,"Duluth Steam Baths","(Cl. 12 midnight)","18 N. 1st Ave, E.","Duluth","MN","","Bathhouses",NA,"","",1986,"3/12/2022 5:48pm","18 N. 1st Ave, E., Duluth, MN",-92.0973096,46.7885323,"18 n 1st ave e, duluth, mn 55802, usa"
